condition_id,repeat_index,iteration,winner_score,winner_aesthetic,winner_novelty,winner_parsimony,score_drop_warning,distinct_commands,nesting_depth,color_changes,code_length,spatial_entropy,fill_ratio,symmetry_score,num_variants_generated,num_variants_valid,model_used,modifier_latency_ms,critic_latency_ms
s1__t1__gpt_5_4_mini__m3v2rb,0,1,4.9399999999999995,2,0,9.8,0,1,0,0,6,0.498,0.0089,1,3,3,gpt-5.4-mini,852,3205
s1__t1__gpt_5_4_mini__m3v2rb,0,2,11.620000000000001,8,4,9.4,0,3,1,0,23,1.9498,0.3795,0.9941,3,3,gpt-5.4-mini,829,1933
s1__t1__gpt_5_4_mini__m3v2rb,0,3,8.82,6,0,9.4,0,3,1,0,23,1.9498,0.3795,0.9941,3,3,gpt-5.4-mini,962,2342
s1__t1__gpt_5_4_mini__m3v2rb,0,4,9.82,7,0,9.4,0,3,1,0,23,1.9498,0.3795,0.9941,3,3,gpt-5.4-mini,904,2961
s1__t1__gpt_5_4_mini__m3v2rb,0,5,11.76,8,5,9.2,0,3,1,0,28,1.9498,0.3795,0.9941,3,3,gpt-5.4-mini,1307,2295
s1__t1__gpt_5_4_mini__m3v2rb,0,6,11.16,8,2,9.2,0,3,1,0,28,1.9185,0.3678,0.9934,3,3,gpt-5.4-mini,1407,2304
s1__t1__gpt_5_4_mini__m3v2rb,0,7,10.16,6,7,9.2,0,3,1,0,28,1.9262,0.356,0.9689,3,3,gpt-5.4-mini,767,2805
s1__t1__gpt_5_4_mini__m3v2rb,0,8,12.22,8,7,9.4,0,3,1,0,25,2.0714,0.3441,0.9272,3,3,gpt-5.4-mini,879,2377
s1__t1__gpt_5_4_mini__m3v2rb,0,9,11.56,8,4,9.2,0,3,1,0,28,1.9459,0.4019,0.9982,3,3,gpt-5.4-mini,763,2276
s1__t1__gpt_5_4_mini__m3v2rb,0,10,7.42,4,3,9.4,1,3,1,0,25,2.052,0.4044,0.9982,3,3,gpt-5.4-mini,1570,2311
s1__t1__gpt_5_4_mini__m3v2rb,0,11,10.16,6,7,9.2,0,3,1,0,30,1.6671,0.2714,0.8142,3,3,gpt-5.4-mini,803,2965
s1__t1__gpt_5_4_mini__m3v2rb,0,12,10.559999999999999,7,4,9.2,0,3,1,0,28,2.09,0.3823,0.9995,3,3,gpt-5.4-mini,971,2375
s1__t1__gpt_5_4_mini__m3v2rb,0,13,10.559999999999999,7,4,9.2,0,3,1,0,34,2.09,0.3855,0.9951,3,3,gpt-5.4-mini,900,4144
s1__t1__gpt_5_4_mini__m3v2rb,0,14,11.620000000000001,8,4,9.4,0,3,1,0,25,2.0571,0.3818,0.994,3,3,gpt-5.4-mini,963,2459
s1__t1__gpt_5_4_mini__m3v2rb,0,15,6.76,4,0,9.2,1,3,1,0,34,2.09,0.3855,0.9951,3,3,gpt-5.4-mini,855,2287
s1__t1__gpt_5_4_mini__m3v2rb,0,16,10.16,6,7,9.2,0,3,1,0,32,2.1118,0.3713,0.9713,3,3,gpt-5.4-mini,783,2642
s1__t1__gpt_5_4_mini__m3v2rb,0,17,11.959999999999999,8,6,9.2,0,3,1,0,32,2.0986,0.3942,0.9714,3,3,gpt-5.4-mini,854,2752
s1__t1__gpt_5_4_mini__m3v2rb,0,18,9.16,6,2,9.2,0,3,1,0,32,1.9185,0.3725,0.9947,3,3,gpt-5.4-mini,937,2930
s1__t1__gpt_5_4_mini__m3v2rb,0,19,10.559999999999999,7,4,9.2,0,3,1,0,32,2.09,0.3838,0.9953,3,3,gpt-5.4-mini,855,2398
s1__t1__gpt_5_4_mini__m3v2rb,0,20,11.7,8,5,9,0,4,1,0,42,2.09,0.3828,0.997,3,3,gpt-5.4-mini,1153,2868
s1__t1__gpt_5_4_mini__m3v2rb,0,21,9.1,6,2,9,0,4,1,0,41,2.09,0.3805,0.992,3,3,gpt-5.4-mini,1069,2348
s1__t1__gpt_5_4_mini__m3v2rb,0,22,9.7,7,0,9,0,4,1,0,41,2.09,0.3805,0.992,3,3,gpt-5.4-mini,1209,2802
s1__t1__gpt_5_4_mini__m3v2rb,0,23,10.559999999999999,7,4,9.2,0,4,1,0,32,1.9871,0.3691,0.9966,3,3,gpt-5.4-mini,848,2322
s1__t1__gpt_5_4_mini__m3v2rb,0,24,11.7,8,5,9,0,4,1,0,40,2.09,0.3835,0.9974,3,3,gpt-5.4-mini,968,2237
s1__t1__gpt_5_4_mini__m3v2rb,0,25,9.1,6,2,9,0,4,1,0,41,2.09,0.3836,0.9955,3,3,gpt-5.4-mini,1009,2259
s1__t1__gpt_5_4_mini__m3v2rb,0,26,10.1,7,2,9,0,4,1,0,42,2.09,0.3828,0.9961,3,3,gpt-5.4-mini,1023,2863
s1__t1__gpt_5_4_mini__m3v2rb,0,27,10.5,7,4,9,0,4,1,0,44,2.09,0.3832,0.9923,3,3,gpt-5.4-mini,985,2172
s1__t1__gpt_5_4_mini__m3v2rb,0,28,10.5,7,4,9,0,4,1,0,43,2.09,0.3849,0.9995,3,3,gpt-5.4-mini,1046,2605
s1__t1__gpt_5_4_mini__m3v2rb,0,29,9.299999999999999,6,3,9,0,4,1,0,40,2.074,0.3839,0.9965,3,3,gpt-5.4-mini,968,2387
s1__t1__gpt_5_4_mini__m3v2rb,0,30,10.899999999999999,7,6,9,0,4,1,0,41,2.09,0.3825,0.9983,3,3,gpt-5.4-mini,899,2435
s1__t1__gpt_5_4_mini__m3v2rb,0,31,6.699999999999999,4,0,9,1,4,1,0,41,2.09,0.3825,0.9983,3,3,gpt-5.4-mini,977,2390
s1__t1__gpt_5_4_mini__m3v2rb,0,32,8.5,5,4,9,0,4,1,0,44,2.09,0.3841,0.9972,3,3,gpt-5.4-mini,1039,2477
s1__t1__gpt_5_4_mini__m3v2rb,0,33,9.7,7,0,9,0,4,1,0,44,2.09,0.3841,0.9972,3,3,gpt-5.4-mini,1692,2321
s1__t1__gpt_5_4_mini__m3v2rb,0,34,9.7,7,0,9,0,4,1,0,44,2.09,0.3841,0.9972,3,3,gpt-5.4-mini,965,2772
s1__t1__gpt_5_4_mini__m3v2rb,0,35,11.5,8,4,9,0,4,1,0,44,1.8834,0.3777,0.9933,3,3,gpt-5.4-mini,888,2281
s1__t1__gpt_5_4_mini__m3v2rb,0,36,9.299999999999999,6,3,9,0,4,1,0,42,2.09,0.383,0.9973,3,3,gpt-5.4-mini,1989,2547
s1__t1__gpt_5_4_mini__m3v2rb,0,37,11.5,8,4,9,0,4,1,0,44,1.8834,0.3777,0.9933,3,3,gpt-5.4-mini,1157,2967
s1__t1__gpt_5_4_mini__m3v2rb,0,38,10.7,7,5,9,0,4,1,0,42,2.09,0.3806,0.9922,3,3,gpt-5.4-mini,940,3321
s1__t1__gpt_5_4_mini__m3v2rb,0,39,8.299999999999999,5,3,9,0,4,1,0,42,2.09,0.3817,0.997,3,3,gpt-5.4-mini,965,2142
