condition_id,run_type,seed_label,taste,model,repeat_index,iterations_completed,final_score,final_aesthetic,final_novelty,final_parsimony,xm_gemini_3_flash_preview_aesthetic,xm_gemini_3_flash_preview_novelty,xm_gemini_3_flash_preview_parsimony,xm_gemini_3_flash_preview_total,xm_gpt_5_4_nano_aesthetic,xm_gpt_5_4_nano_novelty,xm_gpt_5_4_nano_parsimony,xm_gpt_5_4_nano_total,best_baseline_a_xm_gemini_3_flash_preview,best_baseline_b_xm_gemini_3_flash_preview,score_vs_baseline_a_gemini_3_flash_preview,score_vs_baseline_b_gemini_3_flash_preview,best_baseline_a_xm_gpt_5_4_nano,best_baseline_b_xm_gpt_5_4_nano,score_vs_baseline_a_gpt_5_4_nano,score_vs_baseline_b_gpt_5_4_nano,final_distinct_commands,final_nesting_depth,final_code_length,final_spatial_entropy,final_fill_ratio,score_drop_warnings,peak_iteration,peak_aesthetic,peak_code_length,peak_xm_gemini_3_flash_preview_aesthetic,peak_xm_gemini_3_flash_preview_novelty,peak_xm_gemini_3_flash_preview_total,peak_xm_gpt_5_4_nano_aesthetic,peak_xm_gpt_5_4_nano_novelty,peak_xm_gpt_5_4_nano_total,peak_vs_baseline_a_gemini_3_flash_preview,peak_vs_baseline_b_gemini_3_flash_preview,peak_vs_baseline_a_gpt_5_4_nano,peak_vs_baseline_b_gpt_5_4_nano,status,elapsed_ms,error
s1__t1__gpt_5_4_mini__m4v3rb,evolution,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,0,18,13,4,6,3,2,2,,4.00,5,3,,8.00,5,6,-3.00,-4.00,6,8,-1.00,-3.00,7,2,347,1.0761,0.012,4,early_stopped,96322,
s1__t1__gpt_5_4_mini__m4v3rb,evolution,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,1,20,18.8,6,7,5.8,4,3,,7.00,8,6,,14.00,5,6,-1.00,-2.00,6,8,2.00,0.00,11,3,307,2.141,0.1553,2,early_stopped,116963,
s1__t1__gpt_5_4_mini__m4v3rb,evolution,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,2,19,20.4,8,6,6.4,6,5,,11.00,8,6,,14.00,5,6,1.00,0.00,6,8,2.00,0.00,12,3,319,0.658,0.0264,4,early_stopped,111522,
s1__t1__gpt_5_4_mini__m4v3rb,evolution,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,3,22,20.6,7,7,6.6,4,3,,7.00,8,6,,14.00,5,6,-1.00,-2.00,6,8,2.00,0.00,11,3,236,1.657,0.0747,3,early_stopped,122913,
s1__t1__gpt_5_4_mini__m4v3rb,evolution,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,4,12,13.6,8,2,3.5999999999999996,5,4,,9.00,8,6,,14.00,5,6,0.00,-1.00,6,8,2.00,0.00,11,3,331,1.3601,0.0466,3,early_stopped,78299,
s1__t1__gpt_5_4_mini__m4v3rb,feedback_only,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,0,23,13,6,7,0,4,5,,9.00,7,4,,11.00,5,6,-1.00,-2.00,6,8,1.00,-1.00,11,2,2392,1.2676,0.0214,4,early_stopped,239635,
s1__t1__gpt_5_4_mini__m4v3rb,feedback_only,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,1,12,10,7,3,0,4,4,,8.00,8,6,,14.00,5,6,-1.00,-2.00,6,8,2.00,0.00,14,2,6156,1.1864,0.0647,0,early_stopped,118099,
s1__t1__gpt_5_4_mini__m4v3rb,feedback_only,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,2,17,11,8,3,0,5,4,,9.00,9,6,,15.00,5,6,0.00,-1.00,6,8,3.00,1.00,12,2,5317,1.557,0.1533,2,early_stopped,180132,
s1__t1__gpt_5_4_mini__m4v3rb,feedback_only,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,3,16,7,6,1,0,7,5,,12.00,8,6,,14.00,5,6,2.00,1.00,6,8,2.00,0.00,12,2,4614,2.4728,0.2475,0,early_stopped,155759,
s1__t1__gpt_5_4_mini__m4v3rb,feedback_only,Line,In the style of Bridget Riley's colour period — vibrant parallel stripes and curves in saturated colours creating optical movement. Ignore her earlier black and white works.,gpt-5.4-mini,4,11,3,2,1,0,2,1,,3.00,2,2,,4.00,5,6,-3.00,-4.00,6,8,-4.00,-6.00,12,2,2578,0.7249,0.0076,1,early_stopped,63212,
