condition_id,repeat_index,iteration,winner_score,winner_aesthetic,winner_novelty,winner_parsimony,score_drop_warning,distinct_commands,nesting_depth,color_changes,code_length,spatial_entropy,fill_ratio,symmetry_score,num_variants_generated,num_variants_valid,model_used,modifier_latency_ms,critic_latency_ms
s1__t1__gpt_5_5,0,1,25,8,10,7,0,9,2,4,240,1.8283,0.1017,0.9383,3,3,gpt-5.5,12840,5660
s1__t1__gpt_5_5,0,2,22,6,9,7,0,10,2,4,246,1.4034,0.0451,0.9572,3,3,gpt-5.5,11373,8262
s1__t1__gpt_5_5,0,3,12,5,0,7,1,10,2,4,246,1.2104,0.0451,0.9625,3,3,gpt-5.5,9195,12896
s1__t1__gpt_5_5,0,4,21.4,8,7,6.4,0,11,3,5,334,2.0391,0.101,0.9374,3,3,gpt-5.5,8935,8858
s1__t1__gpt_5_5,0,5,16,7,4,5,1,12,2,5,366,0.9386,0.0653,0.9519,3,3,gpt-5.5,11984,10768
s1__t1__gpt_5_5,0,6,18.2,8,6,4.2,0,16,3,6,487,1.2958,0.0692,0.9409,3,3,gpt-5.5,9466,10666
s1__t1__gpt_5_5,0,7,16.4,8,6,2.4000000000000004,0,16,3,7,620,1.1133,0.0615,0.9411,3,3,gpt-5.5,12330,9254
s1__t1__gpt_5_5,0,8,18.2,8,6,4.2,0,16,3,6,487,1.2349,0.0691,0.94,3,3,gpt-5.5,12066,11837
s1__t1__gpt_5_5,0,9,21.4,9,8,4.4,0,13,3,6,459,1.7565,0.1327,0.8916,3,3,gpt-5.5,8299,9656
s1__t1__gpt_5_5,0,10,14.6,5,7,2.5999999999999996,1,15,3,7,622,1.0259,0.0509,0.9419,3,3,gpt-5.5,11973,10840
s1__t1__gpt_5_5,0,11,22,8,8,6,0,11,3,5,352,2.1134,0.1139,0.9019,3,3,gpt-5.5,12130,7671
s1__t1__gpt_5_5,0,12,18.4,8,8,2.4000000000000004,0,15,3,7,641,1.6173,0.1273,0.8911,3,3,gpt-5.5,9402,8876
s1__t1__gpt_5_5,0,13,15.2,8,6,1.1999999999999993,0,15,3,8,781,1.8581,0.1489,0.8663,3,3,gpt-5.5,12570,9006
s1__t1__gpt_5_5,0,14,16.2,7,5,4.2,0,14,3,6,484,1.7891,0.1277,0.8835,3,3,gpt-5.5,15090,10866
s1__t1__gpt_5_5,0,15,17.4,9,6,2.4000000000000004,0,14,3,7,628,1.3433,0.1043,0.9072,3,3,gpt-5.5,11332,10668
s1__t1__gpt_5_5,0,1,21,7,9,5,0,13,3,4,551,1.1702,0.0389,0.9709,1,1,gpt-5.5,12932,5280
s1__t1__gpt_5_5,0,2,11.6,4,6,1.5999999999999996,1,14,3,5,889,0.6456,0.0088,0.996,1,1,gpt-5.5,13401,5700
s1__t1__gpt_5_5,0,3,15,7,8,0,0,14,3,7,1377,0.9531,0.0223,0.9898,1,1,gpt-5.5,19881,4941
s1__t1__gpt_5_5,0,4,6,2,4,0,1,16,3,8,1854,0.5153,0.0097,0.9903,1,1,gpt-5.5,53262,5671
s1__t1__gpt_5_5,0,5,18,8,10,0,0,17,3,9,2327,2.5731,0.4005,0.8644,1,1,gpt-5.5,36596,6743
s1__t1__gpt_5_5,0,6,14,8,6,0,0,17,3,10,2690,2.3127,0.3159,0.881,1,1,gpt-5.5,18030,7930
s1__t1__gpt_5_5,0,7,14,8,6,0,0,17,4,13,3166,2.4371,0.3459,0.8706,1,1,gpt-5.5,31343,4978
s1__t1__gpt_5_5,0,8,12,8,4,0,0,17,4,14,3130,2.5013,0.3547,0.8542,1,1,gpt-5.5,16980,6500
s1__t1__gpt_5_5,0,9,14,8,6,0,0,17,4,15,3520,2.4158,0.4041,0.8596,1,1,gpt-5.5,32706,6064
s1__t1__gpt_5_5,0,10,12,8,4,0,0,17,4,17,4245,2.4624,0.4154,0.883,1,1,gpt-5.5,28889,5615
s1__t1__gpt_5_5,0,11,12,8,4,0,0,17,4,18,4647,2.4817,0.411,0.8868,1,1,gpt-5.5,39766,5010
s1__t1__gpt_5_5,0,12,16,8,8,0,0,17,4,18,4894,1.9384,0.2488,0.9065,1,1,gpt-5.5,34920,6708
s1__t1__gpt_5_5,0,13,14,8,6,0,0,17,4,20,5379,1.797,0.2269,0.9095,1,1,gpt-5.5,26083,4738
s1__t1__gpt_5_5,0,14,15,8,7,0,0,17,4,20,5583,2.4161,0.3809,0.8802,1,1,gpt-5.5,33387,6642
s1__t1__gpt_5_5,0,15,16,7,9,0,0,17,4,20,6665,1.396,0.1368,0.947,1,1,gpt-5.5,37005,5963
