condition_id,repeat_index,iteration,winner_score,winner_aesthetic,winner_novelty,winner_parsimony,score_drop_warning,distinct_commands,nesting_depth,color_changes,code_length,spatial_entropy,fill_ratio,symmetry_score,num_variants_generated,num_variants_valid,model_used,modifier_latency_ms,critic_latency_ms
s1__t1__gemini_3_flash_preview,0,1,26.2,9,8,9.2,0,4,1,0,35,2.4687,0.2895,0.8183,3,3,gemini-3-flash-preview,24967,3318
s1__t1__gemini_3_flash_preview,0,2,22.8,6,8,8.8,0,6,1,1,120,2.6444,0.3249,0.9025,3,3,gemini-3-flash-preview,24815,3751
s1__t1__gemini_3_flash_preview,0,3,25.8,9,8,8.8,0,6,1,1,161,2.0033,0.3518,0.8724,3,3,gemini-3-flash-preview,24698,2694
s1__t1__gemini_3_flash_preview,0,4,26.8,9,9,8.8,0,6,1,1,156,1.4944,0.2488,0.965,3,3,gemini-3-flash-preview,23643,5615
s1__t1__gemini_3_flash_preview,0,5,22.8,6,8,8.8,0,6,1,1,177,2.481,0.2056,0.9373,3,3,gemini-3-flash-preview,12656,4881
s1__t1__gemini_3_flash_preview,0,6,18.4,6,4,8.4,1,5,2,1,188,2.2061,0.0808,0.98,2,2,gemini-3-flash-preview,24934,2327
s1__t1__gemini_3_flash_preview,0,7,20.2,8,4,8.2,0,6,2,1,210,2.1155,0.0923,0.9689,2,2,gemini-3-flash-preview,26141,2809
s1__t1__gemini_3_flash_preview,0,8,25,9,8,8,0,6,2,1,203,2.0498,0.2989,0.9296,3,3,gemini-3-flash-preview,13874,2709
s1__t1__gemini_3_flash_preview,0,9,19.2,8,4,7.2,1,6,3,1,263,1.7173,0.2542,0.9347,2,2,gemini-3-flash-preview,25746,2278
s1__t1__gemini_3_flash_preview,0,10,22.4,9,8,5.4,0,9,4,1,329,2.1649,0.2591,0.9416,2,2,gemini-3-flash-preview,24152,4160
s1__t1__gemini_3_flash_preview,0,11,22.6,9,8,5.6,0,9,4,1,328,2.5194,0.4659,0.9347,3,3,gemini-3-flash-preview,8858,3645
s1__t1__gemini_3_flash_preview,0,12,19.6,6,8,5.6,0,9,4,1,377,2.3935,0.4598,0.829,3,3,gemini-3-flash-preview,23570,2881
s1__t1__gemini_3_flash_preview,0,13,20.6,8,7,5.6,0,9,4,1,382,2.4994,0.4858,0.879,3,3,gemini-3-flash-preview,12407,3411
s1__t1__gemini_3_flash_preview,0,14,12.6,7,0,5.6,1,9,4,1,382,2.4994,0.4858,0.879,2,2,gemini-3-flash-preview,50036,2592
s1__t1__gemini_3_flash_preview,0,15,18.6,8,5,5.6,0,9,4,1,403,2.5282,0.522,0.868,3,3,gemini-3-flash-preview,17804,3134
s1__t1__gemini_3_flash_preview,1,1,26,9,8,9,0,5,1,2,56,2.3111,0.3528,0.803,3,3,gemini-3-flash-preview,25062,3006
s1__t1__gemini_3_flash_preview,1,2,25.4,9,8,8.4,0,5,2,2,86,2.0727,0.2634,0.8489,3,3,gemini-3-flash-preview,15457,3352
