condition_id,type,model,taste,seed_label,attempt_index,distinct_commands,nesting_depth,code_length,parsimony_score,spatial_entropy,fill_ratio,symmetry_score,bounding_box_coverage,latency_ms,xm_gemini_3_flash_preview_aesthetic,xm_gemini_3_flash_preview_novelty,xm_gpt_5_4_nano_aesthetic,xm_gpt_5_4_nano_novelty
t1__gpt_5_4_mini,from_scratch,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",,0,11,2,910,0,1.076,0.1307,0.9757,0.5398,5240,,,,
t1__gpt_5_4_mini,from_scratch,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",,1,11,2,1111,0,0,0,1,0.5844,5207,,,,
t1__gpt_5_4_mini,from_scratch,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",,2,11,2,631,0,0.3146,0.0331,0.9672,0.5374,4553,,,,
t1__gpt_5_4_mini,from_scratch,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",,3,12,2,1477,0,0.1945,0.0302,0.9761,0.5795,5521,,,,
t1__gpt_5_4_mini,from_scratch,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",,4,11,2,835,0,0.5202,0.0854,0.958,0.6048,5708,,,,
t1__gpt_5_4_mini,from_scratch,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",,5,11,2,1205,0,0.1106,0.0016,0.9987,0.756,5263,,,,
t1__gpt_5_4_mini,from_scratch,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",,6,10,2,1574,0,0,0,1,0,4815,,,,
t1__gpt_5_4_mini,from_scratch,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",,7,10,2,1717,0,0.3824,0.007,0.9957,0.3488,6314,,,,
t1__gpt_5_4_mini,from_scratch,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",,8,13,2,1140,0,0.6825,0.0156,0.9922,0.0255,4348,,,,
t1__gpt_5_4_mini,from_scratch,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",,9,10,1,923,0,0.555,0.0096,0.9868,0.7741,4145,,,,
t1__gpt_5_4_mini,single_edit,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",Line,0,10,2,722,0,1.3652,0.0272,0.9903,0.7722,3618,,,,
t1__gpt_5_4_mini,single_edit,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",Line,1,10,1,439,0,2.1963,0.2765,0.908,0.5808,3716,,,,
t1__gpt_5_4_mini,single_edit,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",Line,2,11,1,291,6.4,1.2227,0.0194,0.9998,0.7744,2109,,,,
t1__gpt_5_4_mini,single_edit,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",Line,3,10,3,1086,0,0.6547,0.0063,0.99,0.6295,4390,,,,
t1__gpt_5_4_mini,single_edit,gpt-5.4-mini,"A pattern where very simple repeated elements interact to produce visual complexity that seems impossible given the simplicity of the parts — moiré effects, unexpected curves from straight lines, or density gradients from uniform spacing",Line,4,10,1,286,4,1.9007,0.1374,0.9234,0.6513,2001,,,,
