condition_id,repeat_index,iteration,winner_score,winner_aesthetic,winner_novelty,winner_parsimony,score_drop_warning,distinct_commands,nesting_depth,color_changes,code_length,spatial_entropy,fill_ratio,symmetry_score,num_variants_generated,num_variants_valid,model_used,modifier_latency_ms,critic_latency_ms
s1__t3__gemini_2_5_flash_preview_09_2025__m5v2db,0,1,40.4,6,8,9.2,0,4,2,1,87,2.4764,0.3998,0.7876,3,3,gemini-2.5-flash-preview-09-2025,23420,18391
s1__t3__gemini_2_5_flash_preview_09_2025__m5v2db,0,2,36.8,6,7,8.4,0,5,2,1,124,2.036,0.4428,0.7567,3,3,gemini-2.5-flash-preview-09-2025,10136,13892
s1__t3__gemini_2_5_flash_preview_09_2025__m5v2db,0,3,27.4,5,3,8.2,1,6,2,2,164,0,0,1,2,1,gemini-2.5-flash-preview-09-2025,21306,19236
s1__t3__gemini_2_5_flash_preview_09_2025__m5v2db,0,4,37.9,7.5,7,8.2,0,7,2,2,170,0,0,1,3,3,gemini-2.5-flash-preview-09-2025,17194,7141
s1__t3__gemini_2_5_flash_preview_09_2025__m5v2db,0,5,38.4,8,7,8.2,0,6,2,2,178,0,0,1,3,3,gemini-2.5-flash-preview-09-2025,22087,7381
s1__t3__gemini_2_5_flash_preview_09_2025__m5v2db,0,6,38.4,8,7,8.2,0,6,2,2,203,0,0,1,3,3,gemini-2.5-flash-preview-09-2025,5236,10661
s1__t3__gemini_2_5_flash_preview_09_2025__m5v2db,0,7,41,9,8,8,0,7,2,2,233,0,0,1,3,3,gemini-2.5-flash-preview-09-2025,13034,8390
s1__t3__gemini_2_5_flash_preview_09_2025__m5v2db,0,8,35.6,8,6,7.8,1,7,3,3,267,0,0,1,2,2,gemini-2.5-flash-preview-09-2025,23910,7964
s1__t3__gemini_2_5_flash_preview_09_2025__m5v2db,0,9,40.6,9,8,7.8,0,7,3,3,282,0,0,1,3,3,gemini-2.5-flash-preview-09-2025,16796,9431
s1__t3__gemini_2_5_flash_preview_09_2025__m5v2db,0,10,32.8,8,6,6.4,1,11,2,3,318,0,0,1,2,2,gemini-2.5-flash-preview-09-2025,24822,8803
s1__t3__gemini_2_5_flash_preview_09_2025__m5v2db,1,1,38.4,6,7,9.2,0,4,2,1,78,2.1681,0.2832,0.9217,3,3,gemini-2.5-flash-preview-09-2025,8961,15736
s1__t3__gemini_2_5_flash_preview_09_2025__m5v2db,1,2,27,5,3,8,1,8,2,1,162,0,0,1,2,1,gemini-2.5-flash-preview-09-2025,21123,19741
s1__t3__gemini_2_5_flash_preview_09_2025__m5v2db,1,3,37,7,7,8,0,9,2,1,156,0,0,1,3,3,gemini-2.5-flash-preview-09-2025,14844,9882
