condition_id,repeat_index,iteration,winner_score,winner_aesthetic,winner_novelty,winner_parsimony,score_drop_warning,distinct_commands,nesting_depth,color_changes,code_length,spatial_entropy,fill_ratio,symmetry_score,num_variants_generated,num_variants_valid,model_used,modifier_latency_ms,critic_latency_ms
s1__t1__claude_sonnet_4_6,0,1,10.8,1,0,9.8,0,1,0,0,6,0.498,0.0089,1,3,3,claude-sonnet-4-6,4889,6942
s1__t1__claude_sonnet_4_6,0,2,15.8,3,5,7.8,0,8,2,3,226,0.8955,0.0103,0.9941,3,3,claude-sonnet-4-6,4430,6843
s1__t1__claude_sonnet_4_6,0,3,10.8,3,0,7.8,1,8,2,3,226,0.9121,0.0103,0.9946,3,3,claude-sonnet-4-6,4270,6713
s1__t1__claude_sonnet_4_6,0,4,14.2,4,3,7.2,0,8,2,3,252,0.8906,0.0124,0.9928,3,3,claude-sonnet-4-6,3893,7381
s1__t1__claude_sonnet_4_6,0,5,21.2,7,8,6.2,0,9,3,4,368,1.1189,0.0499,0.9637,3,3,claude-sonnet-4-6,5834,7644
s1__t1__claude_sonnet_4_6,0,6,10.8,1,0,9.8,1,1,0,0,6,0.498,0.0089,1,3,3,claude-sonnet-4-6,6331,8013
s1__t1__claude_sonnet_4_6,0,7,19.6,5,7,7.6,0,7,2,4,217,1.3468,0.0358,0.9722,3,3,claude-sonnet-4-6,7319,6415
s1__t1__claude_sonnet_4_6,0,8,17.6,5,7,5.6,0,7,1,7,202,1.2107,0.015,0.9923,3,3,claude-sonnet-4-6,4927,6574
s1__t1__claude_sonnet_4_6,0,9,17.2,6,5,6.2,0,7,2,5,325,1.3202,0.0531,0.9654,3,3,claude-sonnet-4-6,3922,6886
s1__t1__claude_sonnet_4_6,0,10,19.8,6,7,6.8,0,11,2,2,345,1.9091,0.167,0.8838,3,3,claude-sonnet-4-6,4724,5788
s1__t1__claude_sonnet_4_6,0,11,12.8,6,0,6.8,1,11,2,2,345,1.8091,0.1516,0.8931,3,3,claude-sonnet-4-6,7033,7651
s1__t1__claude_sonnet_4_6,0,12,16.6,7,4,5.6,0,11,2,3,482,1.9783,0.1694,0.8807,3,3,claude-sonnet-4-6,8051,8668
s1__t1__claude_sonnet_4_6,0,13,20.8,8,7,5.8,0,7,2,5,341,1.5638,0.0984,0.9366,3,3,claude-sonnet-4-6,7565,8402
