condition_id,repeat_index,iteration,winner_score,winner_aesthetic,winner_novelty,winner_parsimony,score_drop_warning,distinct_commands,nesting_depth,color_changes,code_length,spatial_entropy,fill_ratio,symmetry_score,num_variants_generated,num_variants_valid,model_used,modifier_latency_ms,critic_latency_ms
s1__t3__gpt_5_4_mini__m3v2rb,0,1,10.8,3,8,7.8,0,7,1,1,82,1.6227,0.0682,0.954,3,3,gpt-5.4-mini,1177,1893
s1__t3__gpt_5_4_mini__m3v2rb,0,2,10.8,1,0,9.8,0,1,0,0,6,0.498,0.0089,1,3,3,gpt-5.4-mini,1058,1889
s1__t3__gpt_5_4_mini__m3v2rb,0,3,10.8,1,0,9.8,0,1,0,0,6,0.498,0.0089,1,3,3,gpt-5.4-mini,954,2603
s1__t3__gpt_5_4_mini__m3v2rb,0,4,10.8,2,5,8.8,0,4,0,1,45,0.306,0.0066,0.9975,3,3,gpt-5.4-mini,1240,2402
s1__t3__gpt_5_4_mini__m3v2rb,0,5,12.2,4,6,8.2,0,5,2,1,104,0.6608,0.0057,0.9985,3,3,gpt-5.4-mini,970,2073
s1__t3__gpt_5_4_mini__m3v2rb,0,6,10.8,3,8,7.8,0,7,1,1,83,1.4598,0.0586,0.9785,3,3,gpt-5.4-mini,1124,2145
s1__t3__gpt_5_4_mini__m3v2rb,0,7,9.8,2,0,7.8,0,7,1,1,83,1.4598,0.0586,0.9785,3,3,gpt-5.4-mini,1209,2059
s1__t3__gpt_5_4_mini__m3v2rb,0,8,12.2,4,7,8.2,0,5,2,1,103,0.6839,0.0058,0.9984,3,3,gpt-5.4-mini,1006,2022
s1__t3__gpt_5_4_mini__m3v2rb,0,9,12.2,4,6,8.2,0,5,2,1,104,0.6608,0.0062,0.996,3,3,gpt-5.4-mini,1057,2405
s1__t3__gpt_5_4_mini__m3v2rb,0,10,11.2,3,2,8.2,0,5,2,1,99,0.7071,0.0064,0.9959,3,3,gpt-5.4-mini,1646,1989
s1__t3__gpt_5_4_mini__m3v2rb,0,11,11.2,3,1,8.2,0,5,2,1,101,0.7755,0.0063,0.9959,3,3,gpt-5.4-mini,1946,2084
s1__t3__gpt_5_4_mini__m3v2rb,0,12,9.2,1,1,8.2,0,5,2,1,100,0.7676,0.0063,0.9959,3,3,gpt-5.4-mini,1229,1772
s1__t3__gpt_5_4_mini__m3v2rb,0,13,11.2,3,1,8.2,0,5,2,1,101,0.7755,0.0063,0.9959,3,3,gpt-5.4-mini,1831,2261
s1__t3__gpt_5_4_mini__m3v2rb,0,14,10.2,2,4,8.2,0,5,2,1,97,0.5646,0.005,0.997,3,3,gpt-5.4-mini,2991,2320
s1__t3__gpt_5_4_mini__m3v2rb,0,15,10.2,2,0,8.2,0,5,2,1,97,0.5646,0.005,0.997,3,3,gpt-5.4-mini,1685,2575
s1__t3__gpt_5_4_mini__m3v2rb,1,1,10.8,1,0,9.8,0,1,0,0,6,0.498,0.0089,1,3,3,gpt-5.4-mini,1681,1770
s1__t3__gpt_5_4_mini__m3v2rb,1,2,9.6,2,6,7.6,0,9,0,2,90,0.4786,0.0052,0.9956,3,3,gpt-5.4-mini,1714,1987
s1__t3__gpt_5_4_mini__m3v2rb,1,3,10.6,3,2,7.6,0,9,0,2,93,0.4786,0.0052,0.9971,3,3,gpt-5.4-mini,1079,2337
s1__t3__gpt_5_4_mini__m3v2rb,1,4,9.6,2,2,7.6,0,9,0,2,89,0.4786,0.0052,0.9956,3,3,gpt-5.4-mini,2983,2589
s1__t3__gpt_5_4_mini__m3v2rb,1,5,9.6,2,0,7.6,0,9,0,2,89,0.4786,0.0052,0.9956,3,3,gpt-5.4-mini,1130,2534
s1__t3__gpt_5_4_mini__m3v2rb,1,6,9.6,2,3,7.6,0,9,0,2,92,0.4865,0.0075,0.9956,3,3,gpt-5.4-mini,1241,2050
s1__t3__gpt_5_4_mini__m3v2rb,1,7,9.6,2,0,7.6,0,9,0,2,90,0.4786,0.0052,0.9956,3,3,gpt-5.4-mini,1121,1992
