condition_id,repeat_index,iteration,winner_score,winner_aesthetic,winner_novelty,winner_parsimony,score_drop_warning,distinct_commands,nesting_depth,color_changes,code_length,spatial_entropy,fill_ratio,symmetry_score,num_variants_generated,num_variants_valid,model_used,modifier_latency_ms,critic_latency_ms
s1__t1__gpt_5_4,0,1,24,8,9,8,0,8,2,2,158,2.0687,0.222,0.8761,3,3,gpt-5.4,3443,4447
s1__t1__gpt_5_4,0,2,24,8,6,8,0,8,2,2,164,1.9157,0.1893,0.9033,3,3,gpt-5.4,2355,4439
s1__t1__gpt_5_4,0,3,22.6,7,5,7.8,0,8,2,2,180,1.6134,0.1337,0.9283,3,3,gpt-5.4,3237,4888
s1__t1__gpt_5_4,0,4,23.6,8,5,7.8,0,8,2,2,184,1.6451,0.1238,0.9325,3,3,gpt-5.4,2957,6406
s1__t1__gpt_5_4,0,5,22.6,9,4,6.8,0,8,2,3,283,1.7454,0.1304,0.9202,3,3,gpt-5.4,3145,5460
s1__t1__gpt_5_4,0,6,23,7,0,8,0,8,2,2,164,1.9326,0.1893,0.9001,3,3,gpt-5.4,3986,5534
s1__t1__gpt_5_4,0,7,23,7,0,8,0,8,2,2,164,1.8692,0.1892,0.9082,3,3,gpt-5.4,5224,5063
s1__t1__gpt_5_4,0,8,21.2,8,6,6.6,0,8,2,3,282,1.5017,0.1001,0.9314,3,3,gpt-5.4,3858,5182
s1__t1__gpt_5_4,0,9,23.6,8,6,7.8,0,8,2,2,195,1.9737,0.1579,0.9096,3,3,gpt-5.4,4544,4997
s1__t1__gpt_5_4,0,10,22.2,9,6,6.6,0,9,3,3,285,1.688,0.1802,0.9062,3,3,gpt-5.4,3668,4509
s1__t1__gpt_5_4,0,11,18.8,8,5,5.4,0,9,3,4,380,2.0708,0.2091,0.8814,3,3,gpt-5.4,4031,4687
s1__t1__gpt_5_4,0,12,16.8,6,0,5.4,0,9,3,4,380,2.013,0.2063,0.876,3,3,gpt-5.4,5418,5171
s1__t1__gpt_5_4,0,13,20.2,7,0,6.6,0,9,3,3,285,1.9089,0.1812,0.9063,3,3,gpt-5.4,5510,4321
s1__t1__gpt_5_4,0,14,17.8,7,0,5.4,0,9,3,4,380,1.9359,0.2004,0.8916,3,3,gpt-5.4,3672,5657
s1__t1__gpt_5_4,0,15,16.4,8,5,4.2,0,9,3,4,443,1.7868,0.1783,0.9046,3,3,gpt-5.4,6045,5913
s1__t1__gpt_5_4,1,1,19.6,4,5,7.8,0,4,0,4,91,0.4368,0.0068,0.9962,3,3,gpt-5.4,2331,4866
s1__t1__gpt_5_4,1,2,18.6,3,0,7.8,0,4,0,4,91,0.4368,0.0068,0.9962,3,3,gpt-5.4,2448,5805
s1__t1__gpt_5_4,1,3,18.6,3,0,7.8,0,4,0,4,91,0.4368,0.0068,0.9962,3,3,gpt-5.4,2780,4888
s1__t1__gpt_5_4,1,4,19.2,6,8,6.6,0,7,2,5,195,0.7296,0.0161,0.9899,3,3,gpt-5.4,2782,4893
s1__t1__gpt_5_4,1,5,18.6,3,0,7.8,0,4,0,4,91,0.4368,0.0068,0.9962,3,3,gpt-5.4,3585,5085
s1__t1__gpt_5_4,1,6,20.2,7,7,6.6,0,7,2,5,196,0.7217,0.0214,0.9879,3,3,gpt-5.4,4482,4922
s1__t1__gpt_5_4,1,7,19.2,6,8,6.6,0,7,2,5,195,0.6681,0.016,0.9916,3,3,gpt-5.4,3355,4598
s1__t1__gpt_5_4,1,8,17.2,4,0,6.6,0,7,2,5,195,0.6583,0.0162,0.9895,3,3,gpt-5.4,3674,5368
s1__t1__gpt_5_4,1,9,19.2,6,5,6.6,0,7,2,5,194,0.3943,0.0093,0.994,3,3,gpt-5.4,4113,4662
s1__t1__gpt_5_4,1,10,16.8,6,3,5.4,0,7,2,6,295,0.693,0.0167,0.9902,3,3,gpt-5.4,4290,5095
s1__t1__gpt_5_4,1,11,18.6,3,0,7.8,0,4,0,4,91,0.4368,0.0068,0.9962,3,3,gpt-5.4,4398,4897
s1__t1__gpt_5_4,1,12,17.8,7,6,5.4,0,7,2,6,301,0.5952,0.0207,0.9883,3,3,gpt-5.4,4029,4897
s1__t1__gpt_5_4,1,13,15.4,7,5,4.2,0,7,2,7,374,1.2037,0.0354,0.9787,3,3,gpt-5.4,4673,6819
s1__t1__gpt_5_4,1,14,13.2,6,5,3.5999999999999996,0,7,3,7,421,0.7934,0.0328,0.9807,3,3,gpt-5.4,5583,5558
s1__t1__gpt_5_4,1,15,13.4,5,0,4.2,0,7,2,7,374,1.0233,0.0354,0.9762,3,3,gpt-5.4,6659,4261
s1__t1__gpt_5_4,0,1,21,5,8,8,0,9,2,2,173,1.5324,0.0466,0.9706,1,1,gpt-5.4,2151,4122
s1__t1__gpt_5_4,0,2,19.8,7,8,6.4,0,9,2,3,317,1.7315,0.0682,0.9502,1,1,gpt-5.4,2453,4160
s1__t1__gpt_5_4,0,3,13.4,7,6,3.2,1,9,2,3,445,1.7301,0.0766,0.9422,1,1,gpt-5.4,4181,4751
s1__t1__gpt_5_4,0,4,11.8,7,5,2.4000000000000004,0,10,2,3,517,1.7078,0.07,0.9477,1,1,gpt-5.4,3392,3917
s1__t1__gpt_5_4,0,5,8,8,7,0,0,10,2,4,760,1.5639,0.0733,0.9391,1,1,gpt-5.4,4316,5428
s1__t1__gpt_5_4,0,6,7,7,6,0,0,10,2,4,767,1.4405,0.0721,0.9409,1,1,gpt-5.4,4165,4538
s1__t1__gpt_5_4,0,7,8,8,7,0,0,10,2,5,1043,1.7728,0.0913,0.9271,1,1,gpt-5.4,5634,5368
s1__t1__gpt_5_4,0,8,7,7,6,0,0,10,3,6,1203,1.7096,0.1132,0.8914,1,1,gpt-5.4,6953,4062
s1__t1__gpt_5_4,0,9,7,7,6,0,0,10,3,6,1255,1.7698,0.1132,0.9143,1,1,gpt-5.4,6432,5665
s1__t1__gpt_5_4,0,10,8,8,5,0,0,12,3,7,1470,1.789,0.1157,0.9138,1,1,gpt-5.4,7235,3537
s1__t1__gpt_5_4,0,11,7,7,5,0,0,14,3,8,1706,1.8069,0.12,0.9077,1,1,gpt-5.4,8858,4714
s1__t1__gpt_5_4,0,12,7,7,5,0,0,14,3,9,1945,1.747,0.1211,0.9052,1,1,gpt-5.4,9661,4167
s1__t1__gpt_5_4,0,13,7,7,5,0,0,14,3,10,2162,1.8974,0.1227,0.9037,1,1,gpt-5.4,10061,4660
s1__t1__gpt_5_4,0,14,7,7,4,0,0,14,3,11,2399,1.8962,0.1241,0.9075,1,1,gpt-5.4,10733,4915
s1__t1__gpt_5_4,0,15,8,8,4,0,0,14,3,13,2695,1.812,0.1249,0.9049,1,1,gpt-5.4,11844,5679
s1__t1__gpt_5_4,1,1,21.4,7,9,7.2,0,10,2,2,220,2.1373,0.2679,0.8504,1,1,gpt-5.4,2503,4439
s1__t1__gpt_5_4,1,2,21.4,7,6,7.2,0,10,2,2,257,2.0634,0.2418,0.8741,1,1,gpt-5.4,1929,4422
s1__t1__gpt_5_4,1,3,21,7,6,7,0,10,2,2,264,1.7568,0.1953,0.884,1,1,gpt-5.4,2769,5479
s1__t1__gpt_5_4,1,4,21.6,8,7,6.8,0,10,2,2,284,1.9288,0.2516,0.8564,1,1,gpt-5.4,1989,3730
s1__t1__gpt_5_4,1,5,20.6,7,6,6.8,0,10,2,2,284,1.7316,0.194,0.8821,1,1,gpt-5.4,1990,4009
s1__t1__gpt_5_4,1,6,19,7,6,6,0,10,2,2,342,1.979,0.3422,0.8895,1,1,gpt-5.4,2940,4600
s1__t1__gpt_5_4,1,7,17.4,7,5,5.2,0,12,2,2,370,1.7422,0.2427,0.8944,1,1,gpt-5.4,3104,4581
s1__t1__gpt_5_4,1,8,12.4,6,7,3.2,1,15,2,3,618,1.1448,0.148,0.9111,1,1,gpt-5.4,4007,5633
s1__t1__gpt_5_4,1,9,4.399999999999999,4,7,0.1999999999999993,1,15,2,4,998,0.0737,0.003,0.9976,1,1,gpt-5.4,5774,4662
s1__t1__gpt_5_4,1,10,7.399999999999999,7,6,0.1999999999999993,0,15,2,4,1007,0.2391,0.0144,0.9871,1,1,gpt-5.4,4498,5349
s1__t1__gpt_5_4,1,11,5,5,4,0,0,15,2,5,1204,0.1763,0.0119,0.9913,1,1,gpt-5.4,5190,4255
s1__t1__gpt_5_4,1,12,4,4,5,0,0,15,2,6,1446,0.1685,0.0125,0.989,1,1,gpt-5.4,6631,5070
s1__t1__gpt_5_4,1,13,4,4,3,0,0,15,2,7,1820,0.1763,0.0135,0.9886,1,1,gpt-5.4,8186,5134
s1__t1__gpt_5_4,1,14,4,4,3,0,0,15,2,8,2250,0.1842,0.0129,0.9876,1,1,gpt-5.4,10480,4022
s1__t1__gpt_5_4,1,15,4,4,3,0,0,15,2,9,2450,0.1763,0.0131,0.9871,1,1,gpt-5.4,12192,4834
