condition_id,repeat_index,iteration,winner_score,winner_aesthetic,winner_novelty,winner_parsimony,score_drop_warning,distinct_commands,nesting_depth,color_changes,code_length,spatial_entropy,fill_ratio,symmetry_score,num_variants_generated,num_variants_valid,model_used,modifier_latency_ms,critic_latency_ms
s1__t1__gpt_5_4_mini__m5v2db,0,1,23.4,9,7,7.2,0,8,2,3,156,2.0792,0.2152,0.864,3,3,gpt-5.4-mini,1663,3433
s1__t1__gpt_5_4_mini__m5v2db,0,2,21.4,7,0,7.2,0,8,2,3,156,2.1232,0.2154,0.8498,3,3,gpt-5.4-mini,1864,3328
s1__t1__gpt_5_4_mini__m5v2db,0,3,21.4,7,0,7.2,0,8,2,3,156,2.1618,0.2153,0.8699,3,3,gpt-5.4-mini,2249,3433
s1__t1__gpt_5_4_mini__m5v2db,0,4,22.4,8,0,7.2,0,8,2,3,156,2.1751,0.2153,0.8563,3,3,gpt-5.4-mini,2743,2552
s1__t1__gpt_5_4_mini__m5v2db,0,5,23.4,9,0,7.2,0,8,2,3,156,2.2048,0.215,0.8776,3,3,gpt-5.4-mini,2628,3118
s1__t1__gpt_5_4_mini__m5v2db,0,6,21.4,7,0,7.2,0,8,2,3,156,2.0904,0.2152,0.8563,3,3,gpt-5.4-mini,2479,4154
s1__t1__gpt_5_4_mini__m5v2db,0,7,22.4,8,0,7.2,0,8,2,3,156,2.1519,0.2152,0.8659,3,3,gpt-5.4-mini,1910,3368
s1__t1__gpt_5_4_mini__m5v2db,0,8,21.4,7,0,7.2,0,8,2,3,156,2.2262,0.2154,0.8737,3,3,gpt-5.4-mini,2651,2668
s1__t1__gpt_5_4_mini__m5v2db,0,9,22.4,8,0,7.2,0,8,2,3,156,2.1483,0.215,0.8712,3,3,gpt-5.4-mini,1688,3429
s1__t1__gpt_5_4_mini__m5v2db,0,10,22.4,8,0,7.2,0,8,2,3,156,2.1813,0.2154,0.8662,3,3,gpt-5.4-mini,1835,2750
s1__t1__gpt_5_4_mini__m5v2db,0,11,21.4,7,0,7.2,0,8,2,3,156,2.2246,0.2153,0.8799,3,3,gpt-5.4-mini,2646,5985
s1__t1__gpt_5_4_mini__m5v2db,1,1,22.8,8,9,7.4,0,7,2,3,182,2.2922,0.1384,0.9046,3,3,gpt-5.4-mini,1893,4684
s1__t1__gpt_5_4_mini__m5v2db,1,2,22.8,8,0,7.4,0,7,2,3,182,2.2922,0.1384,0.9046,3,3,gpt-5.4-mini,2086,3246
s1__t1__gpt_5_4_mini__m5v2db,1,3,22.8,8,0,7.4,0,7,2,3,182,2.2922,0.1384,0.9046,3,3,gpt-5.4-mini,2567,6649
s1__t1__gpt_5_4_mini__m5v2db,1,4,22.8,8,0,7.4,0,7,2,3,182,2.2922,0.1384,0.9046,3,3,gpt-5.4-mini,2729,2959
s1__t1__gpt_5_4_mini__m5v2db,1,5,22.8,8,0,7.4,0,7,2,3,182,2.2922,0.1384,0.9046,3,3,gpt-5.4-mini,1683,2069
s1__t1__gpt_5_4_mini__m5v2db,1,6,22.8,8,0,7.4,0,7,2,3,182,2.2922,0.1384,0.9046,3,3,gpt-5.4-mini,2101,2787
s1__t1__gpt_5_4_mini__m5v2db,1,7,22.8,8,0,7.4,0,7,2,3,182,2.2922,0.1384,0.9046,3,3,gpt-5.4-mini,1846,2785
s1__t1__gpt_5_4_mini__m5v2db,1,8,22.8,8,0,7.4,0,7,2,3,182,2.2922,0.1384,0.9046,3,3,gpt-5.4-mini,2038,2493
s1__t1__gpt_5_4_mini__m5v2db,1,9,22.8,8,0,7.4,0,7,2,3,182,2.2922,0.1384,0.9046,3,3,gpt-5.4-mini,2215,2657
s1__t1__gpt_5_4_mini__m5v2db,1,10,22.8,8,0,7.4,0,7,2,3,182,2.2922,0.1384,0.9046,3,3,gpt-5.4-mini,3012,2250
s1__t1__gpt_5_4_mini__m5v2db,1,11,22.8,8,0,7.4,0,7,2,3,182,2.2922,0.1384,0.9046,3,3,gpt-5.4-mini,2522,2777
s1__t1__gpt_5_4_mini__m5v2db,2,1,23.2,8,8,7.6,0,7,2,3,171,1.9791,0.083,0.956,3,3,gpt-5.4-mini,2318,2650
s1__t1__gpt_5_4_mini__m5v2db,2,2,23.2,8,0,7.6,0,7,2,3,171,1.9791,0.083,0.956,3,3,gpt-5.4-mini,1881,3085
s1__t1__gpt_5_4_mini__m5v2db,2,3,22.2,7,0,7.6,0,7,2,3,171,1.9791,0.083,0.956,3,3,gpt-5.4-mini,2773,6745
s1__t1__gpt_5_4_mini__m5v2db,2,4,23.2,8,0,7.6,0,7,2,3,171,1.9791,0.083,0.956,3,3,gpt-5.4-mini,2484,2477
s1__t1__gpt_5_4_mini__m5v2db,2,5,22.2,7,0,7.6,0,7,2,3,171,1.9791,0.083,0.956,3,3,gpt-5.4-mini,2191,2307
s1__t1__gpt_5_4_mini__m5v2db,2,6,22.2,7,0,7.6,0,7,2,3,171,1.9791,0.083,0.956,3,3,gpt-5.4-mini,2001,2305
s1__t1__gpt_5_4_mini__m5v2db,2,7,23.2,8,0,7.6,0,7,2,3,171,1.9791,0.083,0.956,3,3,gpt-5.4-mini,2272,2301
s1__t1__gpt_5_4_mini__m5v2db,2,8,23.2,8,0,7.6,0,7,2,3,171,1.9791,0.083,0.956,3,3,gpt-5.4-mini,1984,2934
s1__t1__gpt_5_4_mini__m5v2db,2,9,22.2,7,0,7.6,0,7,2,3,171,1.9791,0.083,0.956,3,3,gpt-5.4-mini,2080,2806
s1__t1__gpt_5_4_mini__m5v2db,2,10,22.2,7,0,7.6,0,7,2,3,171,1.9791,0.083,0.956,3,3,gpt-5.4-mini,2036,2869
s1__t1__gpt_5_4_mini__m5v2db,2,11,23.2,8,0,7.6,0,7,2,3,171,1.9791,0.083,0.956,3,3,gpt-5.4-mini,1921,9664
s1__t1__gpt_5_4_mini__m6v2db,0,1,20.6,1,0,9.8,0,1,0,0,6,0.498,0.0089,1,3,3,gpt-5.4-mini,2883,2379
s1__t1__gpt_5_4_mini__m6v2db,0,2,21.8,7,8,7.4,0,9,2,1,162,2.348,0.1665,0.895,3,3,gpt-5.4-mini,1822,2749
s1__t1__gpt_5_4_mini__m6v2db,0,3,19.8,5,6,7.4,0,9,2,1,172,2.4461,0.2022,0.8632,3,3,gpt-5.4-mini,2122,2919
s1__t1__gpt_5_4_mini__m6v2db,0,4,22.4,8,5,7.2,0,9,2,1,282,2.013,0.17,0.8988,3,3,gpt-5.4-mini,2406,2900
s1__t1__gpt_5_4_mini__m6v2db,0,5,20.8,8,8,6.4,0,10,3,1,333,1.182,0.1073,0.9274,3,3,gpt-5.4-mini,1969,2343
s1__t1__gpt_5_4_mini__m6v2db,0,6,19.8,7,0,6.4,0,10,3,1,333,1.182,0.1073,0.9274,3,3,gpt-5.4-mini,3258,3556
s1__t1__gpt_5_4_mini__m6v2db,0,7,20,8,7,6,0,10,3,1,391,2.3782,0.3709,0.8875,3,3,gpt-5.4-mini,2697,3276
s1__t1__gpt_5_4_mini__m6v2db,0,8,19.8,9,8,5.4,0,10,3,1,453,2.4888,0.4482,0.8408,3,3,gpt-5.4-mini,3332,2303
s1__t1__gpt_5_4_mini__m6v2db,0,9,19.8,9,3,5.4,0,10,3,1,452,2.4961,0.5423,0.8714,3,3,gpt-5.4-mini,2912,4400
s1__t1__gpt_5_4_mini__m6v2db,0,10,18.8,8,0,5.4,0,10,3,1,452,2.4961,0.5423,0.8714,3,3,gpt-5.4-mini,2829,2556
s1__t1__gpt_5_4_mini__m6v2db,0,11,19.8,9,5,5.4,0,10,3,1,453,2.5073,0.577,0.8989,3,3,gpt-5.4-mini,3559,2455
s1__t1__gpt_5_4_mini__m6v2db,0,12,19.8,9,6,5.4,0,10,3,1,474,2.63,0.5379,0.8696,3,3,gpt-5.4-mini,3091,2366
s1__t1__gpt_5_4_mini__m6v2db,0,13,19.8,9,7,5.4,0,10,3,1,477,2.5487,0.3786,0.8885,3,3,gpt-5.4-mini,3339,3451
s1__t1__gpt_5_4_mini__m6v2db,0,14,18.8,8,0,5.4,0,10,3,1,477,2.5487,0.3786,0.8885,3,3,gpt-5.4-mini,2843,4318
s1__t1__gpt_5_4_mini__m6v2db,0,15,18.8,8,0,5.4,0,10,3,1,477,2.5487,0.3786,0.8885,3,3,gpt-5.4-mini,3751,3393
s1__t1__gpt_5_4_mini__m6v2db,0,16,20.8,10,6,5.4,0,10,3,1,475,2.604,0.5402,0.8784,3,3,gpt-5.4-mini,3299,6602
s1__t1__gpt_5_4_mini__m6v2db,0,17,20.6,9,7,5.8,0,10,3,1,439,2.5326,0.5749,0.8788,3,3,gpt-5.4-mini,4768,3556
s1__t1__gpt_5_4_mini__m6v2db,0,18,20.6,9,0,5.8,0,10,3,1,439,2.5326,0.5749,0.8788,3,3,gpt-5.4-mini,3180,3578
s1__t1__gpt_5_4_mini__m6v2db,0,19,19.6,8,0,5.8,0,10,3,1,439,2.5326,0.5749,0.8788,3,3,gpt-5.4-mini,2798,3381
s1__t1__gpt_5_4_mini__m6v2db,0,20,20.6,9,8,5.8,0,10,3,1,443,2.5739,0.592,0.8579,3,3,gpt-5.4-mini,3487,2789
s1__t1__gpt_5_4_mini__m6v2db,0,21,19.6,8,0,5.8,0,10,3,1,443,2.5739,0.592,0.8579,3,3,gpt-5.4-mini,3187,2415
s1__t1__gpt_5_4_mini__m6v2db,0,22,19.6,8,0,5.8,0,10,3,1,443,2.5739,0.592,0.8579,3,3,gpt-5.4-mini,2744,2655
s1__t1__gpt_5_4_mini__m6v2db,0,23,19.6,8,0,5.8,0,10,3,1,443,2.5739,0.592,0.8579,3,3,gpt-5.4-mini,3341,2860
s1__t1__gpt_5_4_mini__m6v2db,0,24,19.8,9,5,5.4,0,11,4,2,570,2.6407,0.592,0.8978,3,3,gpt-5.4-mini,3719,3194
s1__t1__gpt_5_4_mini__m6v2db,0,25,18.8,8,0,5.4,0,11,4,2,570,2.6407,0.592,0.8978,3,3,gpt-5.4-mini,6727,7561
s1__t1__gpt_5_4_mini__m6v2db,0,26,19.8,9,0,5.4,0,11,4,2,570,2.6407,0.592,0.8978,3,3,gpt-5.4-mini,3292,9513
s1__t1__gpt_5_4_mini__m6v2db,1,1,20.6,1,0,9.8,0,1,0,0,6,0.498,0.0089,1,3,3,gpt-5.4-mini,4399,2089
s1__t1__gpt_5_4_mini__m6v2db,1,2,20.6,1,0,9.8,0,1,0,0,6,0.498,0.0089,1,3,3,gpt-5.4-mini,3903,4037
s1__t1__gpt_5_4_mini__m6v2db,1,3,20.6,1,0,9.8,0,1,0,0,6,0.498,0.0089,1,3,3,gpt-5.4-mini,4309,2178
s1__t1__gpt_5_4_mini__m6v2db,1,4,20.6,1,0,9.8,0,1,0,0,6,0.498,0.0089,1,3,3,gpt-5.4-mini,3391,2356
s1__t1__gpt_5_4_mini__m6v2db,1,5,20.6,1,0,9.8,0,1,0,0,6,0.498,0.0089,1,3,3,gpt-5.4-mini,2821,2091
s1__t1__gpt_5_4_mini__m6v2db,1,6,20.6,1,0,9.8,0,1,0,0,6,0.498,0.0089,1,3,3,gpt-5.4-mini,2690,3205
s1__t1__gpt_5_4_mini__m6v2db,1,7,20.6,1,0,9.8,0,1,0,0,6,0.498,0.0089,1,3,3,gpt-5.4-mini,3718,5927
s1__t1__gpt_5_4_mini__m6v2db,1,8,20.6,1,0,9.8,0,1,0,0,6,0.498,0.0089,1,3,3,gpt-5.4-mini,3691,2469
s1__t1__gpt_5_4_mini__m6v2db,1,9,20.6,1,0,9.8,0,1,0,0,6,0.498,0.0089,1,3,3,gpt-5.4-mini,3757,2266
s1__t1__gpt_5_4_mini__m6v2db,1,10,20.6,1,0,9.8,0,1,0,0,6,0.498,0.0089,1,3,3,gpt-5.4-mini,3126,3515
